,data,codigo,chuva,hora
0,2024-12-28,2352048,0.0,2024-12-28 07:00:00
1,2024-12-28,2352048,0.0,2024-12-28 08:00:00
2,2024-12-28,2352048,0.0,2024-12-28 09:00:00
3,2024-12-28,2352048,0.0,2024-12-28 10:00:00
4,2024-12-28,2352048,0.0,2024-12-28 11:00:00
5,2024-12-28,2352048,0.0,2024-12-28 12:00:00
6,2024-12-28,2352048,0.0,2024-12-28 13:00:00
7,2024-12-28,2352048,0.0,2024-12-28 14:00:00
8,2024-12-28,2352048,0.0,2024-12-28 15:00:00
9,2024-12-28,2352048,0.0,2024-12-28 16:00:00
10,2024-12-28,2352048,0.0,2024-12-28 17:00:00
11,2024-12-28,2352048,0.0,2024-12-28 18:00:00
12,2024-12-28,2352048,0.0,2024-12-28 19:00:00
13,2024-12-28,2352048,0.0,2024-12-28 20:00:00
14,2024-12-28,2352048,0.0,2024-12-28 21:00:00
15,2024-12-28,2352048,0.0,2024-12-28 22:00:00
16,2024-12-28,2352048,0.0,2024-12-28 23:00:00
17,2024-12-29,2352048,0.0,2024-12-29 00:00:00
18,2024-12-29,2352048,0.0,2024-12-29 01:00:00
19,2024-12-29,2352048,0.0,2024-12-29 02:00:00
20,2024-12-29,2352048,0.0,2024-12-29 03:00:00
21,2024-12-29,2352048,0.0,2024-12-29 04:00:00
22,2024-12-29,2352048,0.0,2024-12-29 05:00:00
23,2024-12-29,2352048,0.0,2024-12-29 06:00:00
24,2024-12-29,2352048,0.0,2024-12-29 07:00:00
25,2024-12-29,2352048,0.0,2024-12-29 08:00:00
26,2024-12-29,2352048,0.0,2024-12-29 09:00:00
27,2024-12-29,2352048,0.0,2024-12-29 10:00:00
28,2024-12-29,2352048,0.0,2024-12-29 11:00:00
29,2024-12-29,2352048,0.0,2024-12-29 12:00:00
30,2024-12-29,2352048,0.0,2024-12-29 13:00:00
31,2024-12-29,2352048,0.0,2024-12-29 14:00:00
32,2024-12-29,2352048,0.0,2024-12-29 15:00:00
33,2024-12-29,2352048,0.0,2024-12-29 16:00:00
34,2024-12-29,2352048,0.0,2024-12-29 17:00:00
35,2024-12-29,2352048,0.0,2024-12-29 18:00:00
36,2024-12-29,2352048,0.0,2024-12-29 19:00:00
37,2024-12-29,2352048,0.0,2024-12-29 20:00:00
38,2024-12-29,2352048,0.0,2024-12-29 21:00:00
39,2024-12-29,2352048,0.0,2024-12-29 22:00:00
40,2024-12-29,2352048,0.0,2024-12-29 23:00:00
41,2024-12-30,2352048,0.0,2024-12-30 00:00:00
42,2024-12-30,2352048,0.0,2024-12-30 01:00:00
43,2024-12-30,2352048,0.0,2024-12-30 02:00:00
44,2024-12-30,2352048,0.0,2024-12-30 03:00:00
45,2024-12-30,2352048,0.0,2024-12-30 04:00:00
46,2024-12-30,2352048,0.0,2024-12-30 05:00:00
47,2024-12-30,2352048,0.0,2024-12-30 06:00:00
48,2024-12-30,2352048,0.0,2024-12-30 07:00:00
49,2024-12-30,2352048,0.0,2024-12-30 08:00:00
50,2024-12-30,2352048,0.0,2024-12-30 09:00:00
51,2024-12-30,2352048,0.0,2024-12-30 10:00:00
52,2024-12-30,2352048,0.0,2024-12-30 11:00:00
53,2024-12-30,2352048,0.0,2024-12-30 12:00:00
54,2024-12-30,2352048,0.0,2024-12-30 13:00:00
55,2024-12-30,2352048,0.0,2024-12-30 14:00:00
56,2024-12-30,2352048,0.0,2024-12-30 15:00:00
57,2024-12-30,2352048,0.0,2024-12-30 16:00:00
58,2024-12-30,2352048,0.0,2024-12-30 17:00:00
59,2024-12-30,2352048,0.0,2024-12-30 18:00:00
60,2024-12-30,2352048,0.0,2024-12-30 19:00:00
61,2024-12-30,2352048,0.0,2024-12-30 20:00:00
62,2024-12-30,2352048,0.0,2024-12-30 21:00:00
63,2024-12-30,2352048,0.0,2024-12-30 22:00:00
64,2024-12-30,2352048,0.0,2024-12-30 23:00:00
65,2024-12-31,2352048,0.0,2024-12-31 00:00:00
66,2024-12-31,2352048,0.0,2024-12-31 01:00:00
67,2024-12-31,2352048,0.0,2024-12-31 02:00:00
68,2024-12-31,2352048,0.0,2024-12-31 03:00:00
69,2024-12-31,2352048,0.0,2024-12-31 04:00:00
70,2024-12-31,2352048,0.0,2024-12-31 05:00:00
71,2024-12-31,2352048,0.0,2024-12-31 06:00:00
72,2024-12-31,2352048,0.0,2024-12-31 07:00:00
73,2024-12-31,2352048,0.0,2024-12-31 08:00:00
74,2024-12-31,2352048,0.0,2024-12-31 09:00:00
75,2024-12-31,2352048,0.0,2024-12-31 10:00:00
76,2024-12-31,2352048,0.0,2024-12-31 11:00:00
77,2024-12-31,2352048,0.0,2024-12-31 12:00:00
78,2024-12-31,2352048,0.0,2024-12-31 13:00:00
79,2024-12-31,2352048,0.0,2024-12-31 14:00:00
80,2024-12-31,2352048,0.0,2024-12-31 15:00:00
81,2024-12-31,2352048,0.0,2024-12-31 16:00:00
82,2024-12-31,2352048,0.0,2024-12-31 17:00:00
83,2024-12-31,2352048,0.0,2024-12-31 18:00:00
84,2024-12-31,2352048,0.0,2024-12-31 19:00:00
85,2024-12-31,2352048,0.0,2024-12-31 20:00:00
86,2024-12-31,2352048,0.0,2024-12-31 21:00:00
87,2024-12-31,2352048,0.0,2024-12-31 22:00:00
88,2024-12-31,2352048,0.0,2024-12-31 23:00:00
89,2025-01-01,2352048,0.0,2025-01-01 00:00:00
90,2025-01-01,2352048,0.0,2025-01-01 01:00:00
91,2025-01-01,2352048,0.0,2025-01-01 02:00:00
92,2025-01-01,2352048,0.0,2025-01-01 03:00:00
93,2025-01-01,2352048,0.0,2025-01-01 04:00:00
94,2025-01-01,2352048,0.0,2025-01-01 05:00:00
